trackname,artistname,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,time_signature,duration_min,msplayed_min,major_genre,danceability_norm,energy_norm,speechiness_norm,acousticness_norm,instrumentalness_norm,valence_norm,tempo_norm,loudness_norm
False Alarm,The Weeknd,canadian contemporary r&b,0.517,0.677,8.0,-6.373,0.0,0.075,0.032,0.0,0.189,0.192,173.978,audio_features,4oeaIftdpT3JuZLcCkKmVE,spotify:track:4oeaIftdpT3JuZLcCkKmVE,https://api.spotify.com/v1/tracks/4oeaIftdpT3JuZLcCkKmVE,https://api.spotify.com/v1/audio-analysis/4oeaIftdpT3JuZLcCkKmVE,4.0,3.672,25.311,R&B/Soul,0.53,0.677,0.077,0.033,0.0,0.195,0.737,0.792
False Direction,Dayglow,austindie,0.679,0.582,11.0,-10.459,1.0,0.062,0.031,0.001,0.108,0.767,149.975,audio_features,110PnrQX9AJIt3HNJtjPgt,spotify:track:110PnrQX9AJIt3HNJtjPgt,https://api.spotify.com/v1/tracks/110PnrQX9AJIt3HNJtjPgt,https://api.spotify.com/v1/audio-analysis/110PnrQX9AJIt3HNJtjPgt,4.0,4.62,4.617,Other,0.696,0.582,0.064,0.031,0.001,0.778,0.635,0.701
"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Nicki Minaj,hip pop,0.766,0.881,9.0,-5.158,0.0,0.137,0.017,0.0,0.347,0.674,112.027,audio_features,4Uy3kNxW2kB8AEoXljEcth,spotify:track:4Uy3kNxW2kB8AEoXljEcth,https://api.spotify.com/v1/tracks/4Uy3kNxW2kB8AEoXljEcth,https://api.spotify.com/v1/audio-analysis/4Uy3kNxW2kB8AEoXljEcth,5.0,2.915,4.505,Pop,0.785,0.882,0.142,0.017,0.0,0.684,0.474,0.819
Famous,Kanye West,chicago rap,0.465,0.735,6.0,-3.715,1.0,0.117,0.071,0.0,0.098,0.409,173.935,audio_features,19a3JfW8BQwqHWUMbcqSx8,spotify:track:19a3JfW8BQwqHWUMbcqSx8,https://api.spotify.com/v1/tracks/19a3JfW8BQwqHWUMbcqSx8,https://api.spotify.com/v1/audio-analysis/19a3JfW8BQwqHWUMbcqSx8,4.0,3.267,0.195,Hip-Hop/Rap,0.476,0.735,0.121,0.071,0.0,0.415,0.736,0.851
Fantasy,Bazzi,pop,0.699,0.668,5.0,-4.272,0.0,0.034,0.154,0.0,0.362,0.314,144.105,audio_features,1i36kkhmhBxf4lYJscg5zK,spotify:track:1i36kkhmhBxf4lYJscg5zK,https://api.spotify.com/v1/tracks/1i36kkhmhBxf4lYJscg5zK,https://api.spotify.com/v1/audio-analysis/1i36kkhmhBxf4lYJscg5zK,4.0,2.47,49.059,Pop,0.716,0.668,0.035,0.155,0.0,0.318,0.61,0.838
Fantasy,"Earth, Wind & Fire",disco,0.666,0.714,4.0,-9.448,0.0,0.062,0.291,0.021,0.128,0.69,89.018,audio_features,0Eq4BMgsdV6DkLSJfX8eBt,spotify:track:0Eq4BMgsdV6DkLSJfX8eBt,https://api.spotify.com/v1/tracks/0Eq4BMgsdV6DkLSJfX8eBt,https://api.spotify.com/v1/audio-analysis/0Eq4BMgsdV6DkLSJfX8eBt,4.0,3.77,3.768,EDM,0.682,0.714,0.064,0.292,0.021,0.7,0.377,0.723
Far Away,Peter Fenn,la pop,0.806,0.493,8.0,-8.847,1.0,0.035,0.493,0.0,0.107,0.454,110.078,audio_features,0HKzYLiNdTdGFfgStbfpQV,spotify:track:0HKzYLiNdTdGFfgStbfpQV,https://api.spotify.com/v1/tracks/0HKzYLiNdTdGFfgStbfpQV,https://api.spotify.com/v1/audio-analysis/0HKzYLiNdTdGFfgStbfpQV,4.0,2.199,2.199,Pop,0.826,0.493,0.036,0.495,0.0,0.46,0.466,0.737
Fashion,The Royal Concept,shimmer pop,0.661,0.761,8.0,-4.497,1.0,0.03,0.007,0.0,0.057,0.86,104.496,audio_features,0IKAJbxilT3mMp3LbhoH2l,spotify:track:0IKAJbxilT3mMp3LbhoH2l,https://api.spotify.com/v1/tracks/0IKAJbxilT3mMp3LbhoH2l,https://api.spotify.com/v1/audio-analysis/0IKAJbxilT3mMp3LbhoH2l,4.0,3.565,116.05,Pop,0.677,0.762,0.031,0.007,0.0,0.872,0.442,0.833
Fast Asleep,Corey J. Beats,lo-fi sleep,0.494,0.06,0.0,-26.011,1.0,0.037,0.943,0.9,0.084,0.035,61.992,audio_features,1wrUZ93D3xYNxf3ujAnRBU,spotify:track:1wrUZ93D3xYNxf3ujAnRBU,https://api.spotify.com/v1/tracks/1wrUZ93D3xYNxf3ujAnRBU,https://api.spotify.com/v1/audio-analysis/1wrUZ93D3xYNxf3ujAnRBU,4.0,2.42,7.259,Lo-Fi/Chill,0.506,0.059,0.039,0.947,0.906,0.036,0.262,0.356
Fast Car,Jonas Blue,pop,0.672,0.578,9.0,-6.621,1.0,0.057,0.469,0.0,0.312,0.548,113.945,audio_features,1SN1vSPsr4V4tIUTR3s8YW,spotify:track:1SN1vSPsr4V4tIUTR3s8YW,https://api.spotify.com/v1/tracks/1SN1vSPsr4V4tIUTR3s8YW,https://api.spotify.com/v1/audio-analysis/1SN1vSPsr4V4tIUTR3s8YW,4.0,3.54,2.048,Pop,0.689,0.578,0.059,0.471,0.0,0.556,0.482,0.786
Fast Lane,Bad Meets Evil,detroit hip hop,0.615,0.871,1.0,-3.804,1.0,0.281,0.039,0.0,0.246,0.338,119.149,audio_features,2c5Isyd07hWsl7AQia2Dig,spotify:track:2c5Isyd07hWsl7AQia2Dig,https://api.spotify.com/v1/tracks/2c5Isyd07hWsl7AQia2Dig,https://api.spotify.com/v1/audio-analysis/2c5Isyd07hWsl7AQia2Dig,5.0,4.159,7.197,Hip-Hop/Rap,0.63,0.872,0.291,0.039,0.0,0.343,0.504,0.849
Fast Lane,Palm Trees,dutch pop,0.733,0.712,9.0,-5.393,1.0,0.075,0.365,0.0,0.091,0.738,98.014,audio_features,6XGqOY2tWjHwRIJ4qTjGBf,spotify:track:6XGqOY2tWjHwRIJ4qTjGBf,https://api.spotify.com/v1/tracks/6XGqOY2tWjHwRIJ4qTjGBf,https://api.spotify.com/v1/audio-analysis/6XGqOY2tWjHwRIJ4qTjGBf,4.0,2.493,64.642,Pop,0.751,0.712,0.077,0.366,0.0,0.748,0.415,0.813
Fathom the Bowl,Linda Morrison,shanty,0.556,0.426,4.0,-6.149,1.0,0.04,0.695,0.0,0.349,0.327,158.849,audio_features,2j6nNkP8mfax6y2NQHnWc7,spotify:track:2j6nNkP8mfax6y2NQHnWc7,https://api.spotify.com/v1/tracks/2j6nNkP8mfax6y2NQHnWc7,https://api.spotify.com/v1/audio-analysis/2j6nNkP8mfax6y2NQHnWc7,3.0,2.223,2.204,Other,0.57,0.426,0.042,0.698,0.0,0.332,0.673,0.797
Favor,Vindata,future bass,0.617,0.644,0.0,-6.681,1.0,0.088,0.058,0.0,0.091,0.182,140.051,audio_features,6YD9XQ6woFtacq7kPCfEGL,spotify:track:6YD9XQ6woFtacq7kPCfEGL,https://api.spotify.com/v1/tracks/6YD9XQ6woFtacq7kPCfEGL,https://api.spotify.com/v1/audio-analysis/6YD9XQ6woFtacq7kPCfEGL,4.0,3.714,26.431,EDM,0.632,0.644,0.091,0.058,0.0,0.185,0.593,0.785
Favorite,TroyBoi,bass trap,0.833,0.639,0.0,-3.825,0.0,0.088,0.039,0.0,0.162,0.653,146.996,audio_features,3srQQxcIZO3PxtOJ83BmDM,spotify:track:3srQQxcIZO3PxtOJ83BmDM,https://api.spotify.com/v1/tracks/3srQQxcIZO3PxtOJ83BmDM,https://api.spotify.com/v1/audio-analysis/3srQQxcIZO3PxtOJ83BmDM,4.0,2.748,0.32,Hip-Hop/Rap,0.853,0.639,0.091,0.039,0.0,0.662,0.622,0.848
Favorite Girl,Justin Bieber,canadian pop,0.581,0.681,7.0,-4.469,1.0,0.044,0.047,0.0,0.104,0.634,176.034,audio_features,4nTjkWK590oBDcnIxTr1mI,spotify:track:4nTjkWK590oBDcnIxTr1mI,https://api.spotify.com/v1/tracks/4nTjkWK590oBDcnIxTr1mI,https://api.spotify.com/v1/audio-analysis/4nTjkWK590oBDcnIxTr1mI,4.0,4.28,1.195,Pop,0.595,0.681,0.045,0.047,0.0,0.643,0.745,0.834
Favorite What If,Ashley Kutcher,alt z,0.455,0.358,5.0,-7.309,1.0,0.034,0.275,0.0,0.082,0.254,90.675,audio_features,4KVMDzvhLJfrjmvouATJCH,spotify:track:4KVMDzvhLJfrjmvouATJCH,https://api.spotify.com/v1/tracks/4KVMDzvhLJfrjmvouATJCH,https://api.spotify.com/v1/audio-analysis/4KVMDzvhLJfrjmvouATJCH,3.0,2.875,34.201,Pop,0.466,0.358,0.035,0.276,0.0,0.258,0.384,0.771
Feather,Bcalm,focus beats,0.618,0.262,11.0,-17.298,0.0,0.034,0.946,0.943,0.098,0.09,116.021,audio_features,25pXZKiGo4rnUfc4WZjV50,spotify:track:25pXZKiGo4rnUfc4WZjV50,https://api.spotify.com/v1/tracks/25pXZKiGo4rnUfc4WZjV50,https://api.spotify.com/v1/audio-analysis/25pXZKiGo4rnUfc4WZjV50,4.0,1.931,5.793,Lo-Fi/Chill,0.633,0.261,0.036,0.95,0.95,0.091,0.491,0.549
Febreze (feat. 2 Chainz),Jack Ü,edm,0.68,0.983,2.0,-3.51,1.0,0.333,0.018,0.0,0.289,0.263,149.829,audio_features,48bSfSZaq9Aizbu4AWn4st,spotify:track:48bSfSZaq9Aizbu4AWn4st,https://api.spotify.com/v1/tracks/48bSfSZaq9Aizbu4AWn4st,https://api.spotify.com/v1/audio-analysis/48bSfSZaq9Aizbu4AWn4st,4.0,3.573,0.739,EDM,0.697,0.984,0.345,0.018,0.0,0.267,0.634,0.855
Fee des Lilas (Variation VI),Pyotr Ilyich Tchaikovsky,classical,0.207,0.279,0.0,-15.03,1.0,0.036,0.94,0.877,0.36,0.403,116.472,audio_features,2AUjKM1arIIpFNryrOwjXd,spotify:track:2AUjKM1arIIpFNryrOwjXd,https://api.spotify.com/v1/tracks/2AUjKM1arIIpFNryrOwjXd,https://api.spotify.com/v1/audio-analysis/2AUjKM1arIIpFNryrOwjXd,3.0,1.333,2.665,Classical,0.212,0.278,0.038,0.944,0.883,0.409,0.493,0.6
Feel Again (Feat. Au/Ra),Kina,sad lo-fi,0.487,0.384,5.0,-10.594,1.0,0.059,0.24,0.0,0.124,0.224,78.138,audio_features,1fgC2MHbJnPgvDfdTpC62c,spotify:track:1fgC2MHbJnPgvDfdTpC62c,https://api.spotify.com/v1/tracks/1fgC2MHbJnPgvDfdTpC62c,https://api.spotify.com/v1/audio-analysis/1fgC2MHbJnPgvDfdTpC62c,4.0,2.323,14.371,Lo-Fi/Chill,0.499,0.384,0.061,0.241,0.0,0.227,0.331,0.698
Feel Alright,Poolside,indie soul,0.604,0.794,4.0,-5.58,0.0,0.039,0.007,0.121,0.067,0.863,105.992,audio_features,1kZklN5swy3NGwOf5NTICP,spotify:track:1kZklN5swy3NGwOf5NTICP,https://api.spotify.com/v1/tracks/1kZklN5swy3NGwOf5NTICP,https://api.spotify.com/v1/audio-analysis/1kZklN5swy3NGwOf5NTICP,4.0,4.074,4.134,R&B/Soul,0.619,0.795,0.041,0.007,0.122,0.875,0.449,0.809
Feel Good Drag,Anberlin,christian alternative rock,0.49,0.877,5.0,-4.37,0.0,0.05,0.004,0.0,0.3,0.546,93.986,audio_features,3EuiMoY8lTjAvIqNf8Uyr3,spotify:track:3EuiMoY8lTjAvIqNf8Uyr3,https://api.spotify.com/v1/tracks/3EuiMoY8lTjAvIqNf8Uyr3,https://api.spotify.com/v1/audio-analysis/3EuiMoY8lTjAvIqNf8Uyr3,4.0,3.131,0.879,Rock/Metal,0.502,0.878,0.051,0.004,0.0,0.554,0.398,0.836
Feel It Still,Sofia Carson,pop,0.708,0.446,1.0,-7.993,0.0,0.092,0.05,0.0,0.108,0.473,151.974,audio_features,7nO8gHNntmUrkQDRvaljWd,spotify:track:7nO8gHNntmUrkQDRvaljWd,https://api.spotify.com/v1/tracks/7nO8gHNntmUrkQDRvaljWd,https://api.spotify.com/v1/audio-analysis/7nO8gHNntmUrkQDRvaljWd,4.0,2.41,4.821,Pop,0.725,0.446,0.095,0.05,0.0,0.48,0.643,0.756
Feel Love,Suriel Hess,singer-songwriter pop,0.753,0.448,7.0,-7.534,1.0,0.177,0.458,0.0,0.151,0.516,110.036,audio_features,0F1cmOZH5gdNIDJRfl5Nsi,spotify:track:0F1cmOZH5gdNIDJRfl5Nsi,https://api.spotify.com/v1/tracks/0F1cmOZH5gdNIDJRfl5Nsi,https://api.spotify.com/v1/audio-analysis/0F1cmOZH5gdNIDJRfl5Nsi,4.0,2.601,253.66,Pop,0.772,0.448,0.183,0.46,0.0,0.523,0.466,0.766
Feel My Love,KK,filmi,0.746,0.697,7.0,-7.693,0.0,0.042,0.014,0.001,0.167,0.542,99.974,audio_features,4EjO3ELtQkbOBox5adad6a,spotify:track:4EjO3ELtQkbOBox5adad6a,https://api.spotify.com/v1/tracks/4EjO3ELtQkbOBox5adad6a,https://api.spotify.com/v1/audio-analysis/4EjO3ELtQkbOBox5adad6a,4.0,4.998,0.741,Bollywood/Indian,0.764,0.697,0.044,0.014,0.001,0.55,0.423,0.762
Feel So Good,Lvly,scandipop,0.769,0.809,0.0,-5.015,1.0,0.106,0.018,0.0,0.354,0.585,110.002,audio_features,4C5fSZKKkjqjfFfHkZIKSm,spotify:track:4C5fSZKKkjqjfFfHkZIKSm,https://api.spotify.com/v1/tracks/4C5fSZKKkjqjfFfHkZIKSm,https://api.spotify.com/v1/audio-analysis/4C5fSZKKkjqjfFfHkZIKSm,4.0,3.269,8.965,Pop,0.788,0.81,0.11,0.018,0.0,0.593,0.466,0.822
Feeling Whitney,Post Malone,dfw rap,0.412,0.227,0.0,-12.696,1.0,0.036,0.787,0.0,0.282,0.226,80.111,audio_features,35r28RDot7nPE7y9K9H7l0,spotify:track:35r28RDot7nPE7y9K9H7l0,https://api.spotify.com/v1/tracks/35r28RDot7nPE7y9K9H7l0,https://api.spotify.com/v1/audio-analysis/35r28RDot7nPE7y9K9H7l0,4.0,4.288,4.288,Hip-Hop/Rap,0.422,0.226,0.037,0.79,0.0,0.229,0.339,0.651
Feelings,Lauv,pop,0.7,0.394,9.0,-8.911,1.0,0.033,0.057,0.0,0.08,0.241,103.041,audio_features,6r3duEAfFTH83DuoywkG20,spotify:track:6r3duEAfFTH83DuoywkG20,https://api.spotify.com/v1/tracks/6r3duEAfFTH83DuoywkG20,https://api.spotify.com/v1/audio-analysis/6r3duEAfFTH83DuoywkG20,4.0,3.165,20.12,Pop,0.717,0.394,0.034,0.057,0.0,0.244,0.436,0.735
Feels,AP Dhillon,desi hip hop,0.71,0.698,7.0,-6.489,0.0,0.037,0.108,0.0,0.098,0.082,91.976,audio_features,6CzMKOYzhBXzZszsy4yFIG,spotify:track:6CzMKOYzhBXzZszsy4yFIG,https://api.spotify.com/v1/tracks/6CzMKOYzhBXzZszsy4yFIG,https://api.spotify.com/v1/audio-analysis/6CzMKOYzhBXzZszsy4yFIG,4.0,2.522,14.868,Hip-Hop/Rap,0.727,0.698,0.038,0.108,0.0,0.083,0.389,0.789
Feels Like,Gracie Abrams,alt z,0.617,0.483,11.0,-7.359,1.0,0.046,0.702,0.0,0.121,0.176,144.99,audio_features,35IcAVSMsU9qzHfpPbvC8A,spotify:track:35IcAVSMsU9qzHfpPbvC8A,https://api.spotify.com/v1/tracks/35IcAVSMsU9qzHfpPbvC8A,https://api.spotify.com/v1/audio-analysis/35IcAVSMsU9qzHfpPbvC8A,4.0,2.539,17.804,Pop,0.632,0.483,0.047,0.705,0.0,0.178,0.614,0.77
Feels Like Summer,Childish Gambino,atl hip hop,0.55,0.596,7.0,-8.214,1.0,0.134,0.162,0.005,0.08,0.253,165.736,audio_features,7p4vHnYXkxlzvfePJVpcTr,spotify:track:7p4vHnYXkxlzvfePJVpcTr,https://api.spotify.com/v1/tracks/7p4vHnYXkxlzvfePJVpcTr,https://api.spotify.com/v1/audio-analysis/7p4vHnYXkxlzvfePJVpcTr,4.0,4.957,4.957,Hip-Hop/Rap,0.564,0.596,0.139,0.163,0.005,0.257,0.702,0.751
Feels So Easy,Ber,alt z,0.607,0.418,6.0,-10.189,0.0,0.066,0.747,0.0,0.116,0.367,110.158,audio_features,53m2qiG26iGnHb3ygFFDp2,spotify:track:53m2qiG26iGnHb3ygFFDp2,https://api.spotify.com/v1/tracks/53m2qiG26iGnHb3ygFFDp2,https://api.spotify.com/v1/audio-analysis/53m2qiG26iGnHb3ygFFDp2,4.0,2.438,76.718,Pop,0.622,0.418,0.068,0.75,0.0,0.372,0.466,0.707
Feet Dont Fail Me Now,Joy Crookes,alternative r&b,0.662,0.84,6.0,-3.112,1.0,0.051,0.17,0.0,0.155,0.568,112.914,audio_features,1GVkrFVc94CTjm9bdSmGjp,spotify:track:1GVkrFVc94CTjm9bdSmGjp,https://api.spotify.com/v1/tracks/1GVkrFVc94CTjm9bdSmGjp,https://api.spotify.com/v1/audio-analysis/1GVkrFVc94CTjm9bdSmGjp,4.0,3.313,0.511,Rock/Metal,0.678,0.841,0.053,0.171,0.0,0.576,0.478,0.864
Felted,Tom Doolie,lo-fi beats,0.548,0.106,9.0,-19.316,0.0,0.034,0.907,0.935,0.081,0.365,140.073,audio_features,0pc7pvoTQFPebXtWw35AK2,spotify:track:0pc7pvoTQFPebXtWw35AK2,https://api.spotify.com/v1/tracks/0pc7pvoTQFPebXtWw35AK2,https://api.spotify.com/v1/audio-analysis/0pc7pvoTQFPebXtWw35AK2,4.0,1.865,1.865,Lo-Fi/Chill,0.561,0.105,0.035,0.911,0.942,0.37,0.593,0.504
Fever,Luca,chill house,0.61,0.554,2.0,-8.301,0.0,0.13,0.428,0.0,0.157,0.231,106.818,audio_features,45uwWuhL7nNamSKw3DnpQl,spotify:track:45uwWuhL7nNamSKw3DnpQl,https://api.spotify.com/v1/tracks/45uwWuhL7nNamSKw3DnpQl,https://api.spotify.com/v1/audio-analysis/45uwWuhL7nNamSKw3DnpQl,4.0,2.89,2.89,EDM,0.625,0.554,0.135,0.43,0.0,0.234,0.452,0.749
Fiction,Lund,cloud rap,0.752,0.481,11.0,-9.203,0.0,0.044,0.419,0.0,0.366,0.393,135.671,audio_features,31Z75ehoSqIwC1bsRESbKM,spotify:track:31Z75ehoSqIwC1bsRESbKM,https://api.spotify.com/v1/tracks/31Z75ehoSqIwC1bsRESbKM,https://api.spotify.com/v1/audio-analysis/31Z75ehoSqIwC1bsRESbKM,4.0,4.659,136.537,Hip-Hop/Rap,0.77,0.481,0.046,0.421,0.0,0.399,0.574,0.729
Fight Back,NEFFEX,Unknown,0.716,0.946,1.0,-3.412,1.0,0.261,0.094,0.0,0.082,0.587,139.943,audio_features,6KigD0mlF4VGDYiSEzAyYw,spotify:track:6KigD0mlF4VGDYiSEzAyYw,https://api.spotify.com/v1/tracks/6KigD0mlF4VGDYiSEzAyYw,https://api.spotify.com/v1/audio-analysis/6KigD0mlF4VGDYiSEzAyYw,4.0,3.343,7.873,Unknown,0.734,0.947,0.27,0.094,0.0,0.595,0.592,0.857
Fight Club,Lorne Balfe,british soundtrack,0.558,0.469,0.0,-13.878,0.0,0.044,0.498,0.047,0.076,0.753,122.979,audio_features,2Mtd0VvFbC2mX44EvGq1cq,spotify:track:2Mtd0VvFbC2mX44EvGq1cq,https://api.spotify.com/v1/tracks/2Mtd0VvFbC2mX44EvGq1cq,https://api.spotify.com/v1/audio-analysis/2Mtd0VvFbC2mX44EvGq1cq,4.0,2.086,2.085,Soundtrack/Score,0.572,0.469,0.045,0.5,0.048,0.764,0.521,0.625
Fighters,Conro,canadian electronic,0.677,0.591,6.0,-9.003,0.0,0.04,0.026,0.0,0.187,0.231,125.027,audio_features,1eYxa4UQo3ElMrX5n5J3CF,spotify:track:1eYxa4UQo3ElMrX5n5J3CF,https://api.spotify.com/v1/tracks/1eYxa4UQo3ElMrX5n5J3CF,https://api.spotify.com/v1/audio-analysis/1eYxa4UQo3ElMrX5n5J3CF,4.0,3.776,8.052,EDM,0.694,0.591,0.041,0.026,0.0,0.234,0.529,0.733
Figure.09,Linkin Park,alternative metal,0.518,0.951,9.0,-3.198,1.0,0.053,0.009,0.0,0.148,0.537,98.068,audio_features,3yE7LC2ZyNWsLRSXHb0J06,spotify:track:3yE7LC2ZyNWsLRSXHb0J06,https://api.spotify.com/v1/tracks/3yE7LC2ZyNWsLRSXHb0J06,https://api.spotify.com/v1/audio-analysis/3yE7LC2ZyNWsLRSXHb0J06,4.0,3.292,0.317,Rock/Metal,0.531,0.952,0.055,0.009,0.0,0.545,0.415,0.862
Final Masquerade,Linkin Park,alternative metal,0.466,0.852,3.0,-4.487,1.0,0.058,0.008,0.0,0.099,0.428,164.032,audio_features,3aYBjxTMvrEOP0A0UXg9ER,spotify:track:3aYBjxTMvrEOP0A0UXg9ER,https://api.spotify.com/v1/tracks/3aYBjxTMvrEOP0A0UXg9ER,https://api.spotify.com/v1/audio-analysis/3aYBjxTMvrEOP0A0UXg9ER,4.0,3.627,1.175,Rock/Metal,0.477,0.853,0.061,0.008,0.0,0.434,0.694,0.834
Finale (feat. Nicholas Petricca),Madeon,complextro,0.417,0.859,7.0,-3.169,0.0,0.048,0.006,0.0,0.175,0.179,92.078,audio_features,4ATmY1hv93ehw77LrIdbEh,spotify:track:4ATmY1hv93ehw77LrIdbEh,https://api.spotify.com/v1/tracks/4ATmY1hv93ehw77LrIdbEh,https://api.spotify.com/v1/audio-analysis/4ATmY1hv93ehw77LrIdbEh,4.0,3.414,1.131,EDM,0.427,0.86,0.05,0.006,0.0,0.182,0.39,0.863
Find Yourself,Great Good Fine Ok,hopebeat,0.718,0.621,5.0,-4.799,0.0,0.039,0.693,0.0,0.13,0.456,112.104,audio_features,75bpVVgp0HCT9Ad6uIFGvH,spotify:track:75bpVVgp0HCT9Ad6uIFGvH,https://api.spotify.com/v1/tracks/75bpVVgp0HCT9Ad6uIFGvH,https://api.spotify.com/v1/audio-analysis/75bpVVgp0HCT9Ad6uIFGvH,4.0,2.941,55.989,Other,0.736,0.621,0.04,0.696,0.0,0.462,0.475,0.827
Finesse,Pheelz,afrobeats,0.859,0.551,1.0,-7.916,0.0,0.149,0.559,0.0,0.194,0.777,102.049,audio_features,4Gasn91fsCefnN8zM5GjA8,spotify:track:4Gasn91fsCefnN8zM5GjA8,https://api.spotify.com/v1/tracks/4Gasn91fsCefnN8zM5GjA8,https://api.spotify.com/v1/audio-analysis/4Gasn91fsCefnN8zM5GjA8,4.0,2.588,0.843,Other,0.88,0.551,0.154,0.561,0.0,0.788,0.432,0.757
Fingers Crossed,Trevor Daniel,melodic rap,0.62,0.611,9.0,-4.997,1.0,0.036,0.204,0.0,0.34,0.44,172.142,audio_features,11hrCkrVXAAtQUXyDN0U04,spotify:track:11hrCkrVXAAtQUXyDN0U04,https://api.spotify.com/v1/tracks/11hrCkrVXAAtQUXyDN0U04,https://api.spotify.com/v1/audio-analysis/11hrCkrVXAAtQUXyDN0U04,4.0,2.586,21.181,Hip-Hop/Rap,0.635,0.611,0.037,0.205,0.0,0.446,0.729,0.822
Fire Again,VALORANT,video game music,0.516,0.789,0.0,-3.678,1.0,0.163,0.001,0.002,0.289,0.266,99.998,audio_features,02rlJHfeHfAe7ozTFnDbGi,spotify:track:02rlJHfeHfAe7ozTFnDbGi,https://api.spotify.com/v1/tracks/02rlJHfeHfAe7ozTFnDbGi,https://api.spotify.com/v1/audio-analysis/02rlJHfeHfAe7ozTFnDbGi,4.0,3.446,36.42,Soundtrack/Score,0.529,0.79,0.169,0.001,0.002,0.27,0.423,0.852
Fire Camp,Dimension 32,lo-fi sleep,0.575,0.146,7.0,-20.354,1.0,0.031,0.961,0.883,0.108,0.1,92.044,audio_features,6WvmloHN8cSPkrbQKtpc3b,spotify:track:6WvmloHN8cSPkrbQKtpc3b,https://api.spotify.com/v1/tracks/6WvmloHN8cSPkrbQKtpc3b,https://api.spotify.com/v1/audio-analysis/6WvmloHN8cSPkrbQKtpc3b,4.0,2.416,7.249,Lo-Fi/Chill,0.589,0.145,0.032,0.965,0.889,0.101,0.39,0.481
Fire and the Flood,Vance Joy,folk-pop,0.596,0.827,5.0,-4.402,1.0,0.037,0.024,0.0,0.096,0.329,115.034,audio_features,6liNJDyWJjyHAgDnAX95bw,spotify:track:6liNJDyWJjyHAgDnAX95bw,https://api.spotify.com/v1/tracks/6liNJDyWJjyHAgDnAX95bw,https://api.spotify.com/v1/audio-analysis/6liNJDyWJjyHAgDnAX95bw,4.0,4.156,0.021,Pop,0.611,0.828,0.039,0.024,0.0,0.334,0.487,0.835
Fireflies,Owl City,indietronica,0.512,0.662,3.0,-6.797,1.0,0.044,0.028,0.0,0.118,0.472,180.114,audio_features,3DamFFqW32WihKkTVlwTYQ,spotify:track:3DamFFqW32WihKkTVlwTYQ,https://api.spotify.com/v1/tracks/3DamFFqW32WihKkTVlwTYQ,https://api.spotify.com/v1/audio-analysis/3DamFFqW32WihKkTVlwTYQ,4.0,3.806,8.918,EDM,0.525,0.662,0.045,0.028,0.0,0.479,0.763,0.782
Firestone,Kygo,edm,0.704,0.634,11.0,-7.374,0.0,0.043,0.393,0.0,0.095,0.411,113.927,audio_features,1I8tHoNBFTuoJAlh4hfVVE,spotify:track:1I8tHoNBFTuoJAlh4hfVVE,https://api.spotify.com/v1/tracks/1I8tHoNBFTuoJAlh4hfVVE,https://api.spotify.com/v1/audio-analysis/1I8tHoNBFTuoJAlh4hfVVE,4.0,4.527,31.373,EDM,0.721,0.634,0.044,0.395,0.0,0.417,0.482,0.77
First Christmas (That I Loved You) (From The Netflix Film Let It Snow),Shameik Moore,Unknown,0.673,0.467,8.0,-7.624,1.0,0.027,0.171,0.0,0.104,0.462,92.011,audio_features,0P3sSG4qAHjXneOnltU4FB,spotify:track:0P3sSG4qAHjXneOnltU4FB,https://api.spotify.com/v1/tracks/0P3sSG4qAHjXneOnltU4FB,https://api.spotify.com/v1/audio-analysis/0P3sSG4qAHjXneOnltU4FB,4.0,3.036,6.072,Unknown,0.69,0.467,0.028,0.172,0.0,0.469,0.39,0.764
First Class,Jack Harlow,deep underground hip hop,0.902,0.582,5.0,-5.902,0.0,0.109,0.111,0.0,0.111,0.332,107.005,audio_features,0wHFktze2PHC5jDt3B17DC,spotify:track:0wHFktze2PHC5jDt3B17DC,https://api.spotify.com/v1/tracks/0wHFktze2PHC5jDt3B17DC,https://api.spotify.com/v1/audio-analysis/0wHFktze2PHC5jDt3B17DC,4.0,2.899,20.998,Hip-Hop/Rap,0.924,0.582,0.113,0.111,0.0,0.337,0.453,0.802
First Date,Adib Sin,Unknown,0.504,0.529,0.0,-8.027,1.0,0.068,0.698,0.0,0.105,0.368,180.14,audio_features,2zMsClh8Mdkpg7VxmJrjPb,spotify:track:2zMsClh8Mdkpg7VxmJrjPb,https://api.spotify.com/v1/tracks/2zMsClh8Mdkpg7VxmJrjPb,https://api.spotify.com/v1/audio-analysis/2zMsClh8Mdkpg7VxmJrjPb,4.0,2.444,1.094,Unknown,0.516,0.529,0.07,0.701,0.0,0.373,0.763,0.755
